enddate,startdate,ratio,meandayratio,2011ratio,2012ratio,2013ratio,2014ratio,2015ratio,2016ratio,yearratio,mdd,mdddate,RRR,sharpratio,Hedge
20160929,20111027,3.257076874851553,0.0027219313069398367,-0.18869514357222397,0.28569607051878354,0.804012098799376,0.9392695502929355,0.972429114083434,0.4481620155916181,0.6851280237584235,0.7340609819881463,20150611,0.9333393826529348,1.4085800306469478,NoHedge
20160929,20111027,1.4469243130521667,0.0012183751609983866,-0.021451750565436085,0.09646700476484726,0.430139247413244,0.25228995447598407,0.4210886506440252,0.281080336143402,0.3043613746987863,0.25212948583683326,20150619,1.207162953149221,1.0970920179943697,Hedge300
20160929,20111027,1.2771947896012021,0.0010757383746919536,-0.000203784814305389,0.1270309864885892,0.31140354926230696,0.29546772679849703,0.2579097583829096,0.2971263367629598,0.268658670266697,0.1617310787475139,20150807,1.661144365988635,0.9340269993427049,Hedge500
20160929,20111027,2.2524894639093676,0.0018817928875964557,-0.03579606410460656,0.24452496089930903,0.4643582739457134,0.4030544657157144,0.7318019394563533,0.4464443034280688,0.473812474879099,0.18918451582691587,20150616,2.5044992335027465,1.7926773386701516,HedgeCTA1
