enddate,startdate,ratio,meandayratio,2011ratio,2012ratio,2013ratio,2014ratio,2015ratio,2016ratio,2017ratio,yearratio,mdd,mdddate,RRR,sharpratio,Hedge
20170217,20111027,-4.217349494700494,-0.0032475256694232805,-0.45274082937636884,-0.8377911292449738,-0.7566310618059435,-0.7545964841829219,-0.2680503929321536,-0.9105532077054346,-0.20244995696939086,-0.8251335967892272,4.331019938158179,20111101,-0.19051715498223395,-1.6699724542533103,NoHedge
20170217,20111027,-2.3177819783042377,-0.0017777352854579749,-0.15347459346750852,-0.46527659511703146,-0.35018233288941597,-0.594643062761945,-0.19915110286376903,-0.40905949579137285,-0.1179358647788279,-0.4534790827116987,2.3533156270209346,20111101,-0.19269794391573325,-1.6164660397352117,Hedge300
20170217,20111027,-2.4622536406189157,-0.0018907950749446343,-0.1322266277163778,-0.43471261339328954,-0.4689180310403527,-0.5514652904394314,-0.36232999512488456,-0.380471422136679,-0.10522007667767709,-0.48174527751239654,2.490909263691265,20111027,-0.193401375367042,-1.6581665475935947,Hedge500
20170217,20111027,-1.4780237689008522,-0.0011341269818782587,-0.16781890700667895,-0.31721863898256986,-0.31596330635694664,-0.4438785515222138,0.11156218594855977,-0.2401018351402558,-0.08733649959909268,-0.2891785634806015,1.5350607171283581,20111101,-0.18838249214113728,-1.0798707733227586,HedgeCTA1
